source,source_job_id,job_title,company,location,location_area,searched_location,latitude,longitude,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,description,created,redirect_url,profession_category,search_term
Adzuna,1155089056,Software Developer,Pion Global Solutions LTD,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,700000.0,1000000.0,0,,full_time,IT Jobs,"Experience in developing commercial software using Python, Java script, or Java. • Working knowledge of object-oriented programming and/or functional programming paradigms. • Good understanding of Algorithms and Data Structures. • Should have valid US B1 Visa, and be willing to travel in a weeks’ time to US • Expected to be in US for a week for the training Skills: Java, Data Structures, Object Oriented Javascript (OOJS) and Jasmine (Javascript Testing Framework)",2019-05-17T21:02:42Z,https://www.adzuna.in/details/1155089056?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,2042125421,Software Developer,Vivriti Capital,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,700000.0,2500000.0,0,,full_time,IT Jobs,"Company profile We are the pioneering player in the FinTech industry in India in the institutional credit space. We have created a one of a kind online marketplace for institutional credit ‘CredAvenue’, bringing together issuers and lenders, while also participating in the marketplace through their own balance sheet. Within a short span of two years, CredAvenue has gained immense traction and boasts of multiple clients across sectors, 120 investors across multiple segments and a high volume of …",2021-03-10T04:39:23Z,https://www.adzuna.in/details/2042125421?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5767891902,Software Developer,Impacteerscom,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,3000000.0,4000000.0,0,,full_time,IT Jobs,"Full Stack Engineers Location: Chennai Experience: 3 Years Required Skills: Strong knowledge of C#, .NET Core, Azure DevOps Working knowledge of the JS frameworks – React, Angular etc Experience in container-based development, AKS, Service Fabric etc Experience in messaging queue like RabbitMQ, Kafka Experience in Azure Services like Azure Logic Apps, Azure Functions Experience in databases like SQL Server, PostgreSQL Job Description: We are looking for experienced product development engineers…",2026-06-18T15:12:57Z,https://www.adzuna.in/details/5767891902?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1155089292,Software Developer,Sukraa Software Solution Pvt Ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,200000.0,400000.0,0,,full_time,IT Jobs,"Analyze system requirements and prioritize tasks Write clean, testable code using .NET programming languages Develop technical specifications and architecture Test and debug various .NET applications Review and refactor code Deploy fully functional applications Upgrade existing programs Support junior developers’ work Document development and operational procedures Skills: C++, C#, ASP.NET, Angular (2), MVC Framework and C",2019-05-17T21:02:44Z,https://www.adzuna.in/details/1155089292?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5673907025,Software Developer,Savyasasy Software Solutions pvt ltd,"Teynampet, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Teynampet']",chennai,13.04115,80.24605,300000.0,500000.0,0,,full_time,IT Jobs,"Hiring: Full Stack Developer (Angular Node.js DevOps) Company: Savyasasy Software Solutions Pvt. Ltd. Location: Teynampet, Chennai Experience: 2–5 Years Role Looking for a Full Stack Developer to work on SchoolChimes (School ERP) with strong skills in Angular, Node.js, and basic DevOps. Key Skills Angular (Frontend) Node.js / Express (Backend) REST API development SQL / MongoDB Git & version control Basic DevOps (CI/CD, deployment, Docker – added advantage) Responsibilities Develop & maintain…",2026-03-21T11:23:37Z,https://www.adzuna.in/details/5673907025?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,3696907183,Software developer,Hogist,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,350000.0,450000.0,0,,full_time,IT Jobs,Responsibilities 1. Design and Build Mobile and Web Apps 2. Support technically for CRMs 3. Working with designers to understand the user's experience with new features 4. Designing and building features for our iOS app 5. Developing unit tests along with features and integration tests into the development process 6. Maintaining current capabilities of our app which include debugging and fixing issues while maintaining code quality Qualifications 1. At least 1 year of proven experience in build…,2022-11-17T08:43:30Z,https://www.adzuna.in/details/3696907183?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1173966517,Software Developer,SS Consulting,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,100000.0,200000.0,0,,full_time,IT Jobs,"Design, develop and maintain applications according to specifications. Interact with client on requirement. Should be flexible to work in more than one platform depending on requirement. Skills: Java, Data Structures, Algorithms, Scala, C++, C# and Go Programming (Golang)",2019-06-07T21:11:40Z,https://www.adzuna.in/details/1173966517?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1171509729,Software Developer,Entrayn Education Technologies ltd,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,300000.0,600000.0,0,,full_time,IT Jobs,"Located at heart of the city Get the big picture Work on latest technologies And yes we have a roof top garden, did I mention free gym We are growing fast, join us while we are still small and make a difference Skills: Python, C++, PHP, Android Development, Algorithms, Data Structures, iOS App Development and C",2019-06-05T21:12:30Z,https://www.adzuna.in/details/1171509729?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1401788668,Software Developer,Prismer Business Solutions,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,500000.0,800000.0,0,,full_time,IT Jobs,Purpose of the position: To provide support and maintenance of the products developed by the company as well as to get involved in creation of products matching the objectives and goals of the company. Key Responsibilities & Duties: • Applying hands-on experience gained with the Ionic Framework 4.0 and Angular on the company’s apps and products. • Developing cross - platform mobile apps using Ionic framework. • Translating wire frames and high-level designs into working code. • Understanding cr…,2020-01-09T10:38:26Z,https://www.adzuna.in/details/1401788668?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1208488975,Software Developer,"UnitedPro Software Solutions Pvt Ltd.,","Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,300000.0,400000.0,0,,full_time,IT Jobs,"Looking for C#, WPF experienced developers Optional exposure to C++ dll and cpp standard libraries The candidate will be working in our project for: Development of DLL and optimisation of existing libraries Image processing with OpenGL WPF front end with user controls Development of rich User Interface Skills: C#, Windows Presentation Foundation(WPF) and C++",2019-07-15T00:50:44Z,https://www.adzuna.in/details/1208488975?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5774223612,Software Developer,Imarque Solutions Private Limited,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Required Skills: Backend Technologies: C#, ADO.NET, ASP.NET Core, Entity Framework/EF Core, Web API, PHP, Node.js. Frontend Technologies : Angular, React, HTML, CSS, JavaScript, jQuery, Bootstrap. Database Management: SQL Server . Version Control Tools: Git, SVN. Reporting Tools: Crystal Reports (R). Server Management: IIS Integration. Key Responsibilities: Develop, test, and maintain web applications using ASP.NET Core, C#, and related technologies. Design and implement front-end interfaces wi…",2026-06-24T07:18:30Z,https://www.adzuna.in/details/5774223612?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5811400587,Software Developer,Propelis,"Injambakkam, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Injambakkam']",chennai,12.96853,80.24305,,,0,,full_time,IT Jobs,"Key Responsibilities Design, develop, and maintain high-quality applications using C++ Apply OOP concepts and design patterns to build scalable and maintainable systems Work with and integrate SDKs, especially Adobe-related SDKs Develop plugins, extensions, or tools for Adobe platforms Debug, troubleshoot, and optimize application performance Collaborate with cross-functional teams to deliver efficient solutions Maintain version control using Git and follow best development practices Required S…",2026-07-23T03:30:12Z,https://www.adzuna.in/details/5811400587?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5832197084,Software Developer,Propelis,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,permanent,full_time,IT Jobs,"Key Responsibilities Design, develop, and maintain high-quality applications using C++ Apply OOP concepts and design patterns to build scalable and maintainable systems Work with and integrate SDKs, especially Adobe-related SDKs Develop plugins, extensions, or tools for Adobe platforms Debug, troubleshoot, and optimize application performance Collaborate with cross-functional teams to deliver efficient solutions Maintain version control using Git and follow best development practices Required S…",2026-08-07T21:39:02Z,https://www.adzuna.in/details/5832197084?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686706727,Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Greetings from Candid Technologies,Hiring IT Software fresher’s(2019-2020)UG/PG in our firm, as we have an opening for JAVA/J2EE, .Net, Python in our company. So Candidate who are good in basic knowledge with good communication skills can walk-into our venue given below address.",2024-05-10T07:39:03Z,https://www.adzuna.in/details/4686706727?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686700721,Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,HR & Recruitment Jobs,Hi We have an urgent requirement for Freshers. Trained candidates preferrable. Non trained candidates also fine. Its an pure back door process job surity available. . Intrested candidates ping me in whats app,2024-05-10T07:38:21Z,https://www.adzuna.in/details/4686700721?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686700481,Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,Logistics & Warehouse Jobs,Estimate of time development for a particular product Tasks to be deliverable in alignment with the Manager Give training to the support team whenever it is required Ensure timely Support and service to the existing customers. Be a team player,2024-05-10T07:38:19Z,https://www.adzuna.in/details/4686700481?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5563122047,Software Developer,Atlas Family,"Injambakkam, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Injambakkam']",chennai,12.8742,80.22433,,,0,permanent,full_time,IT Jobs,"Key Responsibilities Website Management: Oversee the entire lifecycle of corporate and customer-facing websites—planning, development, configuration, deployment, and ongoing maintenance. Continuously monitor site performance metrics such as uptime, response time, and traffic patterns, identifying issues before they impact end users. Conduct regular health checks, vulnerability assessments, and performance optimization activities to maintain high standards of availability and security. Troublesh…",2026-01-02T00:34:11Z,https://www.adzuna.in/details/5563122047?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686699746,Software Development,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,SELECT FOR DEVELOPMENT PROJECTS Welcome to Femtosoft Technologies  We can provide Live Projects  You can get Experience to our client place  If performance will good you can get offer in our company Platform Select Anyone  java/Spring boot/Hybernate  Java/Flex  Html 5/ CSS 3/Angular JS  Android  My SQLFlutter  J  Software Testing,2024-05-10T07:38:12Z,https://www.adzuna.in/details/4686699746?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686704960,Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Job SummaryThe key experience required are: Java, Spring Boot, REST/SOAP (willing to consider, candidates have to attitude to learn if not already experienced), SQL.Below is the requirement:6 years’ experience in JAVA developmentExperience with RESTful Web Services, Springs Framework, Spring boot, HibernateAngularJS, bootstrap, jQuery and other popular js librariesExperience with Build tools like Ant or MavenExpertise in Java web developmentDB programming (queries, stored procs, triggers, UDF’s…",2024-05-10T07:38:51Z,https://www.adzuna.in/details/4686704960?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686705795,Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"· Deep knowledge of the .NET 3.5/4.0 Framework, including Visual Studio 2010/2008, C#.Net, VB.NET, ASP.NET, ASMX and WCF Web Services and ADO.NET. · Strong experience designing and working with n-tier architectures (UI, Business Logic Layer,",2024-05-10T07:38:57Z,https://www.adzuna.in/details/4686705795?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686705017,Software Developer Fresher,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Hiring Software Developer Fresher For Chennai LocationWarm GreetingsWe have an urgent opening for Software Developer Fresher.Eligible : B.SC, B.C.A, B.E, B.Tech, M.SC, M.C.A, M.E, M.TechExperience : FresherGraduation Year : 2017,2018,2019,2020Skills : Android,ASP.NET,PHPFresher who have undergone training in .NET MVC or PHP Or Android can also apply for this positionNumber of openings : 6if you are interested please share update resume to below mail id hrappro.com.sg.For more details visit: htt…",2024-05-10T07:38:52Z,https://www.adzuna.in/details/4686705017?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5782656585,Software Development Manager,BU Consultants,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,2000000.0,3400000.0,0,permanent,full_time,Engineering Jobs,"Job Title- Software Development Manager Location: Chennai Responsibilities: Hire, develop, and evaluate engineers; conduct regular 1:1s, deliver performance reviews, and manage career growth Own team delivery: track project milestones, remove blockers, manage dependencies with other teams Set clear goals for the team aligned to product and business objectives; track progress and communicate status Build a healthy team culture: psychological safety, direct feedback norms, and engineering excelle…",2026-07-01T06:22:51Z,https://www.adzuna.in/details/5782656585?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5847087534,Senior Software Developer,Kivi-Tronics Consulting,"Injambakkam, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Injambakkam']",chennai,12.8742,80.22433,,,0,permanent,,IT Jobs,"It's an opportunity to solve complex challenges, take ownership of meaningful work, and help shape innovative solutions in a fast-paced, collaborative environment. We're looking for passionate, results-driven engineers who are curious, proactive, and excited to turn ideas into reality. If you thrive on solving difficult problems, enjoy taking ownership, and want your work to have a real business impact, you'll fit right in. Join a team where your ideas matter, your contributions are valued, and…",2026-08-18T23:18:06Z,https://www.adzuna.in/details/5847087534?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5850377863,"Manager, Software Development",Kla,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Manager, Software Development KLA's SFS-ADE division is seeking a Manager, Software Development to lead and mentor a team focused on our network-centric products, FabVision and SurfServer. This is a pivotal role for a leader who will drive product and technology roadmaps, envision scalable data platforms, and champion continuous improvement across the software development lifecycle, ensuring widespread adoption and customer satisfaction. Responsibilities Team Leadership & Mentorship : Lead and …",2026-08-21T07:39:18Z,https://www.adzuna.in/details/5850377863?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4870533969,Sr Software Developer,MMStartup,"Chintadripet, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Chintadripet']",chennai,13.05375,80.2525,,,0,,full_time,IT Jobs,"MMStartup is a pre-startup domain dedicated to Market Research and other R&D activities. Currently, we are conducting integration testing from external websites such as Indeed, Glassdoor, and others. We'd like to ask potential candidates to disregard this job posting, and we apologize for any inconvenience caused during the job analysis process. Job Responsibilities : Leading the design, development, and implementation of complex software solutions. Mentoring and guiding junior developers, re…",2024-09-20T17:55:17Z,https://www.adzuna.in/details/4870533969?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,1155089572,Software Developer Intern,"SynqCloud, Inc","Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,contract,full_time,IT Jobs,"We are hiring Intern for massmailer.io which is a Salesforce appexchange app company. Location: Chennai Skills: Object Oriented Programming (OOPs), Programming and Software Development",2019-05-17T21:02:46Z,https://www.adzuna.in/details/1155089572?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5774238652,Software Development Engineer,Getinz Techno Services,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"Job Overview We are looking for a skilled Software Developer with 4-7 years of hands-on development experience. The ideal candidate should have a solid foundation in computer science principles, strong backend and frontend development skills, and the ability to work in a fast-paced Agile environment. Required Technical Skills Software Development Experience : Minimum 4 years in full-stack development Programming Languages : Proficient in C# , VB.Net , Python , JavaScript , TypeScript Web Techno…",2026-06-24T07:24:16Z,https://www.adzuna.in/details/5774238652?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5782686140,Software Development Engineer,Workday inc,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"We are seeking an experienced engineer to collaborate in fast paced agile environment. You will be required to: Design, develop and deliver enterprise grade solutions. Develop an OO product in a metadata driven development environment Write and maintain proven, robust, efficient and maintainable code using an OO framework and tools Write reliable unit, integration, and system level tests that will run on our CD pipeline. Mentor and learn from other team members through pairing, code reviews, kn…",2026-07-01T07:15:06Z,https://www.adzuna.in/details/5782686140?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4264108503,Software Development Manager,Hubstream India Private limited,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,1500000.0,1800000.0,0,,full_time,IT Jobs,"About Hubstream Hubstream is the world’s Investigation Operating System. Hubstream software manages hundreds of thousands of investigative leads and cases for federal governments and private companies. Our tools effectively separate low and high-value cases and build intelligence databases that help resolve future reports. Many of the most critical cases lead to arrests, rescues, website takedowns, and the publication of high-profile investigative reports. As a Development Manager, you will nee…",2023-08-17T13:30:13Z,https://www.adzuna.in/details/4264108503?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,5849706449,Senior Software Developer,Vendasta,"Ekkaduthangal, Chennai","['India', 'Tamil Nadu', 'Chennai', 'Ekkaduthangal']",chennai,13.01517,80.21354,,,0,,full_time,IT Jobs,"Senior Software Developer Chennai, India Are you passionate about building intelligent, AI-driven systems that transform how businesses work? Do you want to be part of something transformative, right here in Chennai? Vendasta is assembling a world-class AI team, and we’re looking for a Senior Software Developer to help build the backbone of an AI-first future. About the Job: You’ll work with cutting-edge technologies like Google Cloud, Langchain, MCP, and TypeScript, alongside various AI model …",2026-08-20T21:09:26Z,https://www.adzuna.in/details/5849706449?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4988851159,Software Development Manager,Kaleidofin,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,full_time,IT Jobs,"We are looking for an engineering leader to lead, mentor and expand our development team. As an engineering manager, you will be primarily responsible for shaping product features and technical execution of the product roadmap. You will work with your team to build systems that stress scalability, accuracy and robustness. Your team will be presented with ample opportunities to tackle fuzzy business problems and create an impact for our customers and partners. Responsibilities Be responsible for…",2024-12-25T11:57:27Z,https://www.adzuna.in/details/4988851159?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686700626,Junior Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"JOB DESCRIPTION: We are looking for 2020 & 2021 graduates to join our development team in Chennai,who is willing to take up challenging works with analytical thinking to enhance our system. JOB REQUIREMENTS: Should be a quick learner and a team player. Must possess excellent communication and interpersonal skills. Strong knowledge and specialization in java programming skills. Must have Basic Computer Knowledge ADDED ADVANTAGE: Knowledge in Java/PHP/PYTHON/GO/MYSQL/SQL. Idea about Amazon Cloud …",2024-05-10T07:38:20Z,https://www.adzuna.in/details/4686700626?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4686699829,Junior Software Developer,,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,,,0,,,IT Jobs,"JOB DESCRIPTION: We are looking for 2020 & 2021 graduates to join our development team in Chennai,who is willing to take up challenging works with analytical thinking to enhance our system. JOB REQUIREMENTS: Should be a quick learner and a team player. Must possess excellent communication and interpersonal skills. Strong knowledge and specialization in java programming skills. Must have Basic Computer Knowledge ADDED ADVANTAGE: Knowledge in Java/PHP/PYTHON/GO/MYSQL/SQL. Idea about Amazon Cloud …",2024-05-10T07:38:13Z,https://www.adzuna.in/details/4686699829?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
Adzuna,4315072767,Sr. Software Developer,Prabal Information systems LLP,"Chennai, Tamil Nadu","['India', 'Tamil Nadu', 'Chennai']",chennai,13.06041,80.24963,200000.0,1500000.0,0,,full_time,IT Jobs,"Dear Job Seekers, Greetings from Prabal Information Systems LLP. We at Prabal Information Systems LLP have a fortune of 100 clients as our clientele. We are in the process of enhancing the team that delivers solutions in the automotive and marketplace segments. We are sure that this position will excite you and provide the necessary career growth you aspire to. Job Brief : We are looking for a Senior .NET Developer to join our IT department and build functional applications and websites. Senior…",2023-09-15T13:10:06Z,https://www.adzuna.in/details/4315072767?utm_medium=api&utm_source=10d03a1b,IT & Software,software developer
